AFFX-HSAC07/X00351_5_at	4.103632705	3.983536082	4.204119983	4.204119983	4.166222835	4.196065593	3.926651077	4.204119983	4.204119983	4.204119983	4.204119983	3.517195898	4.204119983	4.097743059	4.204119983	4.204119983	4.176669933	4.204119983	4.204119983	4.204119983	3.912487761	4.011528154	4.204119983	3.997167871	4.053116875	4.204119983	4.204119983	4.204119983	4.197831693	4.204119983	4.204119983	4.132771829	4.204119983	4.204119983	4.204119983	4.204119983	4.066847511	4.163965983	4.204119983	4.204119983	4.150725747	4.176033349	4.204119983	3.985426474	4.01998816	2.755874856	3.933892036	4.204119983	4.052886235	3.929214504	3.879611907	4.081959066	4.204119983	3.993744757	4.186476031	3.836197481	4.065803713	4.204119983	3.995722922	4.124145425	4.204119983	4.031852631	4.17388524	4.179637952	4.204119983	4.002943207	4.121855182	4.204119983	4.204119983	4.204119983	3.90960951	4.085647288
AFFX-HSAC07/X00351_M_at	4.191730393	4.113976758	4.204119983	4.204119983	4.182585825	4.204119983	4.096284178	4.204119983	4.204119983	4.204119983	4.204119983	3.80393485	4.204119983	4.176583181	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.193013227	4.204119983	4.067703044	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.174815456	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.204119983	4.128948252	4.204119983	2	4.044186851	4.204119983	4.204119983	4.113274692	4.174001626	4.204119983	4.204119983	4.122903649	4.204119983	4.097292024	4.168438552	4.204119983	4.204119983	4.204119983	4.204119983	4.188084374	4.204119983	4.204119983	4.204119983	4.203631126	4.204119983	4.204119983	4.204119983	4.204119983	4.121986379	4.142420754
AFFX-HUMTFRR/M11507_5_at	2.534026106	2.635483747	2.42975228	2.906873535	3.206015877	2.845718018	2.747411808	2.611723308	2.531478917	2.599883072	2.875639937	2.1430148	2.617000341	2.672097858	2.561101384	2.252853031	2.1430148	2.352182518	2.322219295	2.496929648	2.33243846	2	2.480006943	2.62838893	2.534026106	2.421603927	2.710117365	2.784617293	2.26245109	2.463892989	2.389166084	2.23299611	2.687528961	2.56937391	2	2.421603927	2.374748346	2.264817823	2.201397124	2.238046103	2.127104798	2.69019608	2.482873584	2.212187604	2.46834733	2	2.45484486	2.531478917	2.396199347	2.5132176	2.235528447	2.178976947	2.173186268	2.338456494	2.696356389	2.404833717	2.336459734	2.563481085	2.201397124	2.830588669	2.071882007	2.146128036	2	2.187520721	2.252853031	2.36361198	2.385606274	2.294466226	2.426511261	2.181843588	2.485721426	2.017033339
AFFX-HUMTFRR/M11507_M_at	2	2.409933123	2	2.859138297	3.051923916	2.630427875	2.574031268	2	2	2	2.693726949	2	2.695481676	2.525044807	2.209515015	2	2	2	2	2	2	2.075546961	2	2	2	2	2.184691431	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2.220108088	2	2	2.167317335	2	2	2	2	2.342422681	2	2	2	2	2.600972896	2	2	2	2	2.674861141	2	2	2	2	2	2	2	2	2	2	2	2
AFFX-HUMTFRR/M11507_3_at	2.564666064	2.519827994	2.465382851	3.23350376	3.481585936	2.859138297	2.909556029	2.638489257	2.532754379	2.507855872	3.168497484	2	2.98811284	2.8876173	2.853698212	2.334453751	2	2.691081492	2.292256071	2.484299839	2.181843588	2.238046103	2.330413773	2.376576957	2	2.474216264	2.45484486	2.271841607	2.414973348	2.457881897	2.346352974	2.149219113	2.06069784	2.509202522	2.505149978	2.320146286	2.290034611	2.217483944	2.619093331	2.451786436	2.184691431	2.45484486	2.677606953	2.187520721	2.421603927	2.264817823	2.214843848	2.307496038	2	2.785329835	2.198657087	2.303196057	2.359835482	2	2.933993164	2.334453751	2.346352974	2.139879086	2	2.900367129	2	2	2.190331698	2.11058971	2.484299839	2.338456494	2.164352856	2.367355921	2.645422269	2.418301291	2.404833717	2
AFFX-M27830_5_at	2.748962861	3.238798563	2.856124444	3.213517757	3.596157081	3.23299611	2.42975228	2.320146286	3.58871978	3.324899497	2.939519253	2.440909082	3.318063335	3.072617477	2.06069784	2	2	2	2	2	2.152288344	2.542825427	3.012837225	2.164352856	2.303196057	3.829303773	3.345373731	3.52179165	3.485437481	3.053078443	3.591732239	3.889917683	3.63113925	3.786325434	2	3.184975191	3.627263417	2	2.797959644	3.44294987	2.093421685	2	3.428458774	2.161368002	2.50242712	2	3.876102321	3.872331121	2.389166084	3.958324932	2.507855872	3.670338641	3.807399713	2	2.315970345	2.230448921	3.173477643	4.10092168	2.44870632	2.766412847	4.204119983	4.182271957	4.204119983	4.204119983	2.503790683	2.539076099	2.624282096	2.346352974	2.301029996	2.017033339	2.550228353	2.396199347
AFFX-M27830_M_at	3.351022853	3.541704023	3.374931554	3.630326155	3.827821428	3.422261451	2.989004616	3.294245716	3.708760724	3.487986331	3.208441356	3.35564305	3.580240508	3.34321159	2.92992956	2.897627091	2.968015714	2.992111488	2.69019608	2.651278014	3.19368103	3.26245109	3.447313109	2.617000341	3.493597449	3.816837631	3.582517884	3.524915148	3.38774566	3.023663918	3.656098202	3.403463701	3.65724713	3.592842683	2.725911632	3.548757829	3.819478128	2.950364854	3.248953615	3.554852434	3.043755127	2.955206538	3.787743772	2.993876915	2.959994838	3.101403351	3.915769066	4.017492446	3.029383778	3.986413405	3.374198258	3.567261692	4.204119983	3.307282047	3.411956238	2.92992956	3.472317546	4.13605435	2.883661435	3.135132651	3.992420956	4.088596728	4.186136672	4.204119983	3.234010818	3.118264726	3.208978517	3.090963077	3.285557309	2.649334859	3.259354927	3.131618664
AFFX-M27830_3_at	3.051923916	3.019531685	3.003029471	3.001300933	2.67669361	3.069668097	2.442479769	2.607455023	2.632457292	2.973589623	3.234517284	2	2.991226076	2	2	2.862131379	2.794488047	3.090963077	2.546542663	2.765668555	2	2.193124598	3.045322979	2.857935265	2.7355989	3.06595298	2.8162413	2.967079734	2.721810615	2.651278014	2.442479769	2.866287339	3.028164419	2.868056362	2.888740961	2.888179494	2.556302501	2.553883027	2.940516485	2.559906625	2.990338855	3.139879086	2.866287339	2.907411361	2.920123326	2.86923172	2.800717078	2.568201724	2.940018155	3.076276255	2.903089987	2.717670503	2.658964843	2.536558443	2.914871818	2.509202522	2.983626287	2.911690159	2	2.835690571	2.324282455	2.278753601	2	2.271841607	2.835690571	2.875639937	2	2.986771734	2.008600172	2.63447727	2.859138297	2.613841822
AFFX-HSAC07/X00351_3_st	3.182129214	3.214048679	3.184123354	3.107888025	3.007747778	3.056142262	2.491361694	3.168497484	3.212986185	3.194791758	3.228656958	3.543943942	2.926342447	2.843232778	2.873901598	3.016615548	2.86923172	3.075546961	3.196728723	2.986771734	2.983175072	3.05804623	3.67651071	3.061452479	3.159266331	3.474507639	3.503382063	3.490941205	3.238297068	2.862131379	3.215901813	3.604657972	3.032215703	3.899875196	2.836324116	3.217747073	3.188365926	2.959041392	3.596377144	3.307282047	3.192567453	3.438542349	3.543695632	3.087071206	3.270678836	2.783188691	3.068556895	3.258158193	2.190331698	3.196728723	2.899820502	3.636387586	2.793790385	2.778874472	3.01745073	2.985875357	3.085647288	3.608739919	3.222196046	3.049992857	3.19368103	2.737192643	2.978636948	3.370328008	2.855519156	2.964730921	3.061075324	2.799340549	2.99343623	2.916980047	2.92788341	3.2999429
AFFX-HUMGAPDH/M33197_M_st	2.432969291	2.53529412	2.680335513	2.744292983	2.678518379	2.589949601	2	2.595496222	2.184691431	2.350248018	2.957607287	2.561101384	2.426511261	2.608526034	2.672097858	2.100370545	2.206825876	2	2	2	2	2	2.57863921	2	2	2.120573931	2.478566496	2.719331287	2	2	2.480006943	2.23299611	2	2.8162413	2	2.629409599	2.252853031	2	2.582063363	2.230448921	2.374748346	2	2.58546073	2	2.392696953	2.181843588	2.58546073	2.307496038	2.017033339	2.614897216	2	2	2.426511261	2.409933123	2	2.428134794	2	2	2.342422681	2.093421685	2.488550717	2.117271296	2	2.525044807	2.120573931	2.198657087	2	2.404833717	2.33243846	2.075546961	2	2.045322979
AFFX-HUMGAPDH/M33197_3_st	2.77524626	2.545307116	2.687528961	2.620136055	2.866287339	2.663700925	2	2.428134794	2.487138375	2.487138375	2.640481437	2.991669007	2.857935265	2.653212514	2.523746467	2	2.46834733	2	2.298853076	2.198657087	2.123851641	2	2.826074803	2.599883072	2	2.737192643	2.72427587	2.959518377	2.514547753	2.079181246	2.757396029	2.667452953	2.491361694	2.869818208	2.301029996	2.649334859	2.82672252	2.133538908	2.59439255	2.640481437	2.309630167	2.290034611	2.625312451	2.382017043	2.514547753	2.017033339	2.633468456	2.456366033	2	2.943988875	2.28780173	2.481442629	2	2.643452676	2.198657087	2	2.418301291	2.46834733	2.26245109	2.348304863	2.255272505	2	2.037426498	2.604226053	2.167317335	2.369215857	2	2	2	2.235528447	2.227886705	2.322219295
AFFX-HSAC07/X00351_M_st	2.521138084	2.805500858	2.835056102	2.788168371	2.91750551	2.589949601	2.195899652	2.7084209	2.771587481	2.644438589	3.005609445	2.029383778	2.626340367	2.324282455	2.707570176	2.136720567	2.359835482	2.531478917	2.372912003	2.597695186	2.123851641	2	2.836956737	2.722633923	2.45331834	2.526339277	2.621176282	2.881384657	2.7084209	2	2.848189117	2.651278014	3.030599722	2.766412847	2.264817823	2.396199347	2.463892989	2.209515015	2.767897616	2.374748346	2.212187604	2.609594409	2.640481437	2.190331698	2	2	2.656098202	2.561101384	2.710963119	2.399673721	2.387389826	2.810232518	2.285557309	2.819543936	2.638489257	2	2.123851641	3.026124517	2.334453751	2.712649702	2.220108088	2	2.152288344	2.593286067	2.190331698	2.243038049	2.008600172	2	2.26245109	2.326335861	2.684845362	2.416640507
A28102_at	2.51054501	2.674861141	2	2.396199347	2.552668216	2.278753601	2.50242712	2.582063363	2.686636269	2.588831726	2.414973348	2.139879086	2	2.633468456	2.673941999	2.079181246	2.212187604	3.043755127	2.604226053	2.161368002	2.499687083	2.357934847	2.596597096	2.492760389	2.571708832	2.178976947	2.419955748	2	2.684845362	2.071882007	2.431363764	2.660865478	2.940516485	2	2.28780173	2.155336037	2.555094449	2	2.334453751	2	2.397940009	2.029383778	2	2.614897216	2.805500858	2	2.100370545	2.484299839	2.336459734	2.62324929	2.096910013	2.685741739	2.382017043	2.633468456	2	2	2.414973348	2	2.416640507	2.744292983	2.488550717	2.673941999	2.033423755	2.396199347	2.071882007	2	2.31386722	2.23299611	2.389166084	2.426511261	2.580924976	2.460897843
AB000115_at	2.311753861	2.532754379	2	2.515873844	2	2.330413773	2.012837225	2.378397901	2.344392274	2.607455023	3.115943177	2	2	2.093421685	2.26245109	2.401400541	2.117271296	2.933993164	2.281033367	2	2.021189299	2.025305865	2.523746467	2.371067862	2.57634135	2.44870632	2.397940009	2.553883027	2.071882007	2.294466226	2	2.225309282	2.471291711	2.29666519	2.053078443	2.214843848	2.267171728	2.045322979	2.217483944	2.240549248	2.170261715	2.26245109	2.294466226	2.352182518	3.341236623	2.281033367	2	2.294466226	2.462397998	3.192846115	2.041392685	2.250420002	2.399673721	2.117271296	2.139879086	3.059563418	2.10720997	2.514547753	2.089905111	2.173186268	2.340444115	2.767155866	2.103803721	2.33243846	2.240549248	2.187520721	2.004321374	3.152594078	2.699837726	2	2.117271296	2.222716471
AB000409_at	2.255272505	2	2.639486489	2	2	2	2	2.57634135	2	2	2	2	2	2	2	2.532754379	2	2	2	2	2	2	2.620136055	2.926856709	2.605305046	2	2	2.152288344	2	2.374748346	2	2	2	2.170261715	2	2	2.113943352	2	2	2.164352856	2	2.096910013	2	2	2	2	2	2	2.53529412	2	2	2	2	2.257678575	2	2	2	2	2.096910013	2.127104798	2.08278537	2.206825876	2	2	2	2	2.004321374	2.096910013	2	2	2	2
AB000449_at	2	2.041392685	2	2.123851641	2.045322979	2.250420002	2.257678575	2	2.079181246	2	2.40654018	2	2	2	2	2.255272505	2	2	2.303196057	2	2	2.149219113	2.413299764	2.225309282	2	2	2.227886705	2.555094449	2.437750563	2.492760389	2.365487985	2.117271296	2	2.495544338	2.309630167	2.487138375	2.198657087	2.98721923	2.498310554	2.697229343	2.096910013	2.563481085	2.217483944	2.45484486	2.910090546	2.727541257	2	2.127104798	2.579783597	2.318063335	2.45484486	2.294466226	2.173186268	2	2.451786436	2.45484486	2.920645001	2.278753601	2.547774705	2.57054294	2.396199347	2.439332694	2.06069784	2	2	2	2.540329475	2.582063363	2.06069784	2	2.409933123	2.290034611
AB000464_at	2.910090546	2.815577748	2.766412847	2.938019097	2.447158031	2.902546779	2.57863921	2.925827575	3	3.120573931	3.067070856	2.283301229	3.036628895	2.873901598	2.911157609	2.959041392	2.680335513	2.962842681	2.820201459	3.182129214	2.829303773	2.698100546	3.000434077	2.98811284	2.869818208	2.904715545	2.878521796	3.400365273	3.172894698	2.507855872	2.875061263	2.611723308	3.031004281	3.174641193	2.390935107	2.848804701	2.798650645	2.984077034	2.823474229	2.738780558	2.824776462	3.0523091	2.923761961	2.906873535	3.099680641	2.320146286	2.873901598	2.955206538	3.08170727	2.682145076	2.902546779	3.051152522	3.061075324	3.009025742	2.72427587	2.764922985	2.772321707	2.875061263	2.257678575	2.657055853	2.526339277	2.583198774	2.431363764	2.56937391	2.792391689	2.945468585	2.738780558	2.541579244	2.774516966	2.540329475	2.783188691	2.255272505
AB000468_at	2	2	2.757396029	2.431363764	2.733999287	2.639486489	2.71432976	2	2.045322979	2.086359831	2.575187845	2.372912003	3.39846085	2	2.575187845	2.595496222	2.283301229	2	2.469822016	2.376576957	2.426511261	2.898176483	2.759667845	2.401400541	2.522444234	2.5774918	2.396199347	2.558708571	2.424881637	2.743509765	2.041392685	2.494154594	2.376576957	2.95230801	2.359835482	3.386142109	2	2.971739591	2.85672889	3.110252917	2.552668216	2.691081492	2.852479994	2.742725131	2.932980822	2.936010796	3.06669855	2.397940009	2.762678564	2	2.444044796	2	2	2	2.434568904	2.88592634	3.246990699	2	2.884795364	2.392696953	2.711807229	2.411619706	2	2	2.725094521	2.971739591	2.818225894	2.835056102	3.257678575	2.496929648	2.378397901	2.525044807
AB000584_at	2	2.06069784	2	3.004321374	3.275311355	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2.212187604	2	2	2	2	2	2	2	2	2	2.127104798	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2.127104798	2	2	2.025305865	2	2	2	2	2	2	2	2	2	2.021189299	2.008600172	2	2	2	2	2	2	2	2	2	2	2
AB001106_at	2.437750563	2.795880017	2.305351369	2.396199347	2.636487896	2.445604203	2.338456494	2.567026366	2.526339277	2.472756449	2.768638101	2.501059262	2.96425963	2.385606274	2.5289167	2.322219295	2.318063335	2	2.408239965	2.682145076	2.409933123	2.537819095	2.56937391	2.695481676	2.209515015	2.550228353	2.63447727	2.780317312	2.40654018	2.755112266	2.133538908	2.450249108	2.469822016	2.653212514	2.602059991	2.687528961	2.356025857	2.883661435	2.40654018	2.456366033	2.672097858	2.40654018	2.260071388	2.549003262	2.920645001	2.876794976	2.463892989	2.561101384	2.505149978	2.227886705	2.227886705	2.489958479	2.045322979	2.357934847	2.416640507	2.255272505	2.936010796	2.424881637	2.411619706	2.260071388	2.484299839	2.281033367	2.08278537	2	2.586587305	2.94792362	2.517195898	2.779596491	2.677606953	2.309630167	2.227886705	2.390935107
AB001325_at	2.996511672	3.074450719	2.980003372	3.02201574	3.125806458	3.033825694	2.62324929	2.598790507	3.001300933	3.106530854	3.294025094	2.57054294	3.084933575	3.035029282	3.07773118	2.826074803	2.733999287	3.153509989	2.877371346	3.171433901	2.829303773	2.783903579	3.124830149	3.214048679	2.82672252	3.060320029	2.973589623	3.284205068	3.032618761	2.699837726	3.137986733	3.132579848	3.245512668	3.278067331	2.898725182	3.003891166	2.813580989	2.970346876	3.041392685	2.555094449	2.918030337	2.900913068	2.781755375	2.978636948	2.963787827	2.700703717	2.908485019	2.906873535	2.920645001	2.92788341	2.810232518	3.193402903	3.006893708	2.716837723	2.841984805	2.930949031	2.940516485	3.264581729	2.67669361	2.953276337	2.85672889	2.892651034	2.706717782	2.651278014	2.707570176	2.881954971	2.680335513	2.825426118	2.873901598	2.815577748	3.013679697	2.8162413
AB002315_at	2.127104798	2	2.514547753	2.173186268	2.40654018	2.378397901	2.404833717	2.819543936	2	2.51851394	2.225309282	2.326335861	2.63447727	2.619093331	2.606381365	2.46686762	2.008600172	2	2	2	2	2.255272505	2	2	2.017033339	2.198657087	2.515873844	2.478566496	2.376576957	2.257678575	2	2	2.155336037	2.589949601	2	2.551449998	2	2.359835482	2.193124598	2.161368002	2.133538908	2.537819095	2.252853031	2	2.5132176	2.235528447	2	2	2.146128036	2.161368002	2.056904851	2	2.278753601	2	2.492760389	2.290034611	2.45484486	2	2	2.267171728	2.390935107	2.322219295	2	2.012837225	2.235528447	2.378397901	2.498310554	2.670245853	2.161368002	2.201397124	2.178976947	2.075546961
AB002318_at	3.138618434	2.844477176	3.155943018	2.873320602	3.022428371	3.210853365	2	3.009025742	3.005609445	3.019531685	3.127752516	2.495544338	3.103119254	2.913813852	2.943494516	2.940516485	2.899820502	3.09725731	2.509202522	3.203304916	2.979548375	2.700703717	3.087426457	2.863917377	2.660865478	3.035029282	3.084576278	3.10754913	3.119255889	2.471291711	2.924795996	3.01745073	3.097951071	3.138302698	2.985875357	3.195068996	2.693726949	2.87909588	2.995635195	2.800029359	2.984527313	3.120244796	2.63748973	2.862727528	3.311329952	2.923244019	2.766412847	2.641474111	3.122870923	2.782472624	2.897627091	3.276691529	3.090963077	2.707570176	3.045714059	2.904174368	3.218010043	3.372175286	2.612783857	2.771587481	2.766412847	2.555094449	2.851869601	2.867467488	2.935003151	3.061829307	3.082066934	3.03702788	2.711807229	2.918030337	2.937016107	2.645422269
AB002382_at	2.893206753	2.723455672	2.822168079	2.770852012	3.012415375	2.854913022	2.252853031	2.086359831	2.5774918	2.161368002	2.92992956	2.399673721	3.149219113	2.506505032	2.281033367	2.684845362	2.532754379	2.754348336	2.149219113	2.682145076	2.252853031	2.440909082	3.072984745	2.920123326	2.811575006	2.742725131	2.33243846	2.662757832	2.709269961	2.710963119	2.711807229	2.540329475	3.013258665	2.593286067	2.477121255	2.740362689	2.527629901	2.748188027	2.6599162	2.731588765	2.399673721	2.728353782	2.562292864	2.419955748	2.998695158	2.442479769	2.914343157	2.250420002	2.95568775	2.633468456	2.544068044	2.617000341	2.884795364	2.781036939	2.245512668	2.539076099	2.765668555	2.848189117	2.605305046	2.149219113	2	2.267171728	2.567026366	2.201397124	2.155336037	2.416640507	2.509202522	2.693726949	2.06069784	2.675778342	2.764176132	2.235528447
AB002559_at	3.255513713	3.010299957	3.489114369	3.295347148	3.035029282	3.037426498	2.958085849	3.393399695	3.213517757	3.20167018	3.121559844	2.932980822	3.272305844	3.202215776	3.296884476	3.426185825	3.0523091	3.556423121	3.33304403	3.204933522	2.88592634	2.950851459	3.400192489	3.462847036	3.331832044	2.880241776	3.219060332	3.053078443	3.026124517	2.914871818	3.008600172	3.028571253	3.162862993	3.040997692	3.06595298	2.820857989	2.876794976	2.862131379	2.962842681	2.974511693	2.808885867	3.431846046	2.961895474	2.830588669	3.09725731	2.139879086	3.192288613	2.875061263	2.910624405	2.824125834	2.789580712	3.074450719	3.084218687	3.033423755	3.022428371	2.828659897	2.850033258	3.100370545	3.021602716	3.242292905	3.120573931	2.86332286	2.916453949	3.030194785	2.888740961	2.838849091	3.048830087	2.937517892	2.751279104	2.981365509	3.13893394	3.132579848
AB003102_at	2.843232778	2.57054294	2.906335042	3.058805487	2.790988475	2.767897616	2.669316881	2.835056102	2.875061263	2.77815125	2.870403905	2.149219113	3.196176185	2.843232778	2.827369273	2.669316881	2.612783857	2.632457292	2.459392488	2.720985744	2.613841822	2.850033258	2.828659897	2.90579588	2.709269961	2.741151599	2.868644438	2.946943271	2.815577748	2.878521796	2.88592634	2.669316881	3.006466042	2.925312091	2.64246452	3.136086097	2.482873584	2.944975908	2.847572659	2.966141733	2.681241237	3.064457989	2.765668555	2.541579244	3.092018471	2.5132176	2.733197265	2.72427587	2.898176483	2.588831726	2.563481085	2.797267541	2.663700925	2.729974286	2.938519725	2.635483747	3.101403351	2.875061263	2.788875116	2.736396502	2.401400541	2.64246452	2.542825427	2.217483944	2.664641976	2.802089258	2.95616843	2.883093359	2.791690649	2.603144373	2.698100546	2.42975228
